"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"85+ years"	"85+"	"Feb., 2014"	"2014/02"	66990	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2014"	"2014/03"	72793	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2014"	"2014/04"	68551	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2014"	"2014/05"	68239	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2014"	"2014/06"	63098	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2014"	"2014/07"	64178	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2014"	"2014/08"	63999	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2014"	"2014/09"	63810	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2014"	"2014/10"	68174	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2014"	"2014/11"	70509	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2014"	"2014/12"	79932	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2015"	"2015/01"	91267	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2015"	"2015/02"	75233	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2015"	"2015/03"	79132	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2015"	"2015/04"	71399	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2015"	"2015/05"	69877	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2015"	"2015/06"	64945	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2015"	"2015/07"	66368	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2015"	"2015/08"	65356	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2015"	"2015/09"	64236	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2015"	"2015/10"	69465	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2015"	"2015/11"	68813	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2015"	"2015/12"	73610	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2016"	"2016/01"	79635	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2016"	"2016/02"	72806	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2016"	"2016/03"	76775	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2016"	"2016/04"	70906	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2016"	"2016/05"	69431	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2016"	"2016/06"	64784	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2016"	"2016/07"	66010	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2016"	"2016/08"	66170	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2016"	"2016/09"	65777	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2016"	"2016/10"	71147	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2016"	"2016/11"	71610	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2016"	"2016/12"	79411	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2017"	"2017/01"	86258	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2017"	"2017/02"	76364	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2017"	"2017/03"	80997	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2017"	"2017/04"	72899	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2017"	"2017/05"	69996	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2017"	"2017/06"	65927	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2017"	"2017/07"	66190	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2017"	"2017/08"	66799	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2017"	"2017/09"	67197	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2017"	"2017/10"	71193	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2017"	"2017/11"	71738	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2017"	"2017/12"	82477	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2018"	"2018/01"	95434	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2018"	"2018/02"	76343	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2018"	"2018/03"	79078	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2018"	"2018/04"	73037	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2018"	"2018/05"	69446	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2018"	"2018/06"	66073	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2018"	"2018/07"	66884	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2018"	"2018/08"	66649	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2018"	"2018/09"	65471	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2018"	"2018/10"	71659	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2018"	"2018/11"	72345	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2018"	"2018/12"	77861	Not Applicable	Not Applicable
"Total"	"85+ years"	"85+"			15092449	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 1999"	"1999/01"	31	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 1999"	"1999/02"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 1999"	"1999/03"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 1999"	"1999/04"	24	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 1999"	"1999/05"	31	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 1999"	"1999/06"	35	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 1999"	"1999/07"	29	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 1999"	"1999/08"	37	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 1999"	"1999/09"	31	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 1999"	"1999/10"	25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 1999"	"1999/11"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 1999"	"1999/12"	27	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2000"	"2000/01"	44	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2000"	"2000/02"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2000"	"2000/03"	38	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2000"	"2000/04"	33	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2000"	"2000/05"	25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2000"	"2000/06"	21	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2000"	"2000/07"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2000"	"2000/08"	33	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2000"	"2000/09"	27	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2000"	"2000/10"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2000"	"2000/11"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2000"	"2000/12"	27	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2001"	"2001/01"	29	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2001"	"2001/02"	33	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2001"	"2001/03"	47	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2001"	"2001/04"	33	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2001"	"2001/05"	42	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2001"	"2001/06"	32	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2001"	"2001/07"	32	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2001"	"2001/08"	40	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2001"	"2001/09"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2001"	"2001/10"	42	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2001"	"2001/11"	36	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2001"	"2001/12"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2002"	"2002/01"	27	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2002"	"2002/02"	37	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2002"	"2002/03"	22	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2002"	"2002/04"	38	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2002"	"2002/05"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2002"	"2002/06"	33	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2002"	"2002/07"	39	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2002"	"2002/08"	41	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2002"	"2002/09"	24	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2002"	"2002/10"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2002"	"2002/11"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2002"	"2002/12"	37	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2003"	"2003/01"	21	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2003"	"2003/02"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2003"	"2003/03"	32	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2003"	"2003/04"	25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2003"	"2003/05"	27	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2003"	"2003/06"	33	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2003"	"2003/07"	37	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2003"	"2003/08"	42	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2003"	"2003/09"	19	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2003"	"2003/10"	28	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2003"	"2003/11"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2003"	"2003/12"	31	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2004"	"2004/01"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2004"	"2004/02"	38	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2004"	"2004/03"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2004"	"2004/04"	27	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2004"	"2004/05"	29	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2004"	"2004/06"	32	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2004"	"2004/07"	29	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2004"	"2004/08"	28	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2004"	"2004/09"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2004"	"2004/10"	30	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2004"	"2004/11"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2004"	"2004/12"	27	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2005"	"2005/01"	25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2005"	"2005/02"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2005"	"2005/03"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2005"	"2005/04"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2005"	"2005/05"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2005"	"2005/06"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2005"	"2005/07"	20	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2005"	"2005/08"	29	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2005"	"2005/09"	21	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2005"	"2005/10"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2005"	"2005/11"	21	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2005"	"2005/12"	22	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2006"	"2006/01"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2006"	"2006/02"	20	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2006"	"2006/03"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2006"	"2006/04"	19	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2006"	"2006/05"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2006"	"2006/06"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2006"	"2006/07"	25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2006"	"2006/08"	25	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2006"	"2006/09"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2006"	"2006/10"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2006"	"2006/11"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2006"	"2006/12"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2007"	"2007/01"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2007"	"2007/02"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2007"	"2007/03"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2007"	"2007/04"	22	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2007"	"2007/05"	21	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2007"	"2007/06"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2007"	"2007/07"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2007"	"2007/08"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2007"	"2007/09"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2007"	"2007/10"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2007"	"2007/11"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2007"	"2007/12"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2008"	"2008/01"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2008"	"2008/02"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2008"	"2008/03"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2008"	"2008/04"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2008"	"2008/05"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2008"	"2008/06"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2008"	"2008/07"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2008"	"2008/08"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2008"	"2008/09"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2008"	"2008/10"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2008"	"2008/11"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2008"	"2008/12"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2009"	"2009/01"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2009"	"2009/02"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2009"	"2009/03"	31	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2009"	"2009/04"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2009"	"2009/05"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2009"	"2009/06"	24	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2009"	"2009/07"	26	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2009"	"2009/08"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2009"	"2009/09"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2009"	"2009/10"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2009"	"2009/11"	27	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2009"	"2009/12"	23	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2010"	"2010/01"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2010"	"2010/02"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2010"	"2010/03"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2010"	"2010/04"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2010"	"2010/05"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2010"	"2010/06"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2010"	"2010/07"	8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2010"	"2010/08"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2010"	"2010/09"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2010"	"2010/10"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2010"	"2010/11"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2010"	"2010/12"	19	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2011"	"2011/01"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2011"	"2011/02"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2011"	"2011/03"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2011"	"2011/04"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2011"	"2011/05"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2011"	"2011/06"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2011"	"2011/07"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2011"	"2011/08"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2011"	"2011/09"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2011"	"2011/10"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2011"	"2011/11"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2011"	"2011/12"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2012"	"2012/01"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2012"	"2012/02"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2012"	"2012/03"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2012"	"2012/04"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2012"	"2012/05"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2012"	"2012/06"	8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2012"	"2012/07"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2012"	"2012/08"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2012"	"2012/09"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2012"	"2012/10"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2012"	"2012/11"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2012"	"2012/12"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2013"	"2013/01"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2013"	"2013/02"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2013"	"2013/03"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2013"	"2013/04"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2013"	"2013/05"	19	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2013"	"2013/06"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2013"	"2013/07"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2013"	"2013/08"	8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2013"	"2013/09"	8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2013"	"2013/10"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2013"	"2013/11"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2013"	"2013/12"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2014"	"2014/01"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2014"	"2014/02"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2014"	"2014/03"	8	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2014"	"2014/04"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2014"	"2014/05"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2014"	"2014/06"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2014"	"2014/07"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2014"	"2014/08"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2014"	"2014/09"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2014"	"2014/10"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2014"	"2014/11"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2014"	"2014/12"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2015"	"2015/01"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2015"	"2015/02"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2015"	"2015/03"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2015"	"2015/04"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2015"	"2015/05"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2015"	"2015/06"	18	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2015"	"2015/07"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2015"	"2015/08"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2015"	"2015/09"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2015"	"2015/10"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2015"	"2015/11"	6	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2015"	"2015/12"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2016"	"2016/01"	3	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2016"	"2016/02"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2016"	"2016/03"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2016"	"2016/04"	13	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2016"	"2016/05"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2016"	"2016/06"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2016"	"2016/07"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2016"	"2016/08"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2016"	"2016/09"	16	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2016"	"2016/10"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2016"	"2016/11"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2016"	"2016/12"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2017"	"2017/01"	9	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Feb., 2017"	"2017/02"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Mar., 2017"	"2017/03"	15	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Apr., 2017"	"2017/04"	12	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"May, 2017"	"2017/05"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jun., 2017"	"2017/06"	17	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jul., 2017"	"2017/07"	5	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Aug., 2017"	"2017/08"	11	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Sep., 2017"	"2017/09"	7	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Oct., 2017"	"2017/10"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Nov., 2017"	"2017/11"	10	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Dec., 2017"	"2017/12"	14	Not Applicable	Not Applicable
	"Not Stated"	"NS"	"Jan., 2018"	"2018/01"	9	Not Applicable	Not Applicable
